_id,FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDiscargesQF,CrudeRate,CrudeRateQF,EASR
32935,2016/17,S08000026,,Elective,,45-64 years,,Male,,Heart Attack,0,,0,,0
32936,2016/17,S08000026,,Elective,,45-64 years,,Male,,Heart Failure,0,,0,,0
32937,2016/17,S08000026,,Elective,,45-64 years,,Female,,Angina,,c,,c,31.11318532
32938,2016/17,S08000026,,Elective,,45-64 years,,Female,,Coronary Heart Disease,,c,,c,61.62734898
32939,2016/17,S08000026,,Elective,,45-64 years,,Female,,Heart Attack,0,,0,,0
32940,2016/17,S08000026,,Elective,,45-64 years,,Female,,Heart Failure,0,,0,,0
32941,2016/17,S08000026,,Elective,,65-74 years,,All,d,Angina,0,,0,,0
32942,2016/17,S08000026,,Elective,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,691.0222273
32943,2016/17,S08000026,,Elective,,65-74 years,,All,d,Heart Attack,0,,0,,0
32944,2016/17,S08000026,,Elective,,65-74 years,,All,d,Heart Failure,,c,,c,44.25562046
32945,2016/17,S08000026,,Elective,,65-74 years,,Male,,Angina,0,,0,,0
32946,2016/17,S08000026,,Elective,,65-74 years,,Male,,Coronary Heart Disease,,c,,c,1228.659528
32947,2016/17,S08000026,,Elective,,65-74 years,,Male,,Heart Attack,0,,0,,0
32948,2016/17,S08000026,,Elective,,65-74 years,,Male,,Heart Failure,,c,,c,88.51124093
32949,2016/17,S08000026,,Elective,,65-74 years,,Female,,Angina,0,,0,,0
32950,2016/17,S08000026,,Elective,,65-74 years,,Female,,Coronary Heart Disease,,c,,c,153.3849264
32951,2016/17,S08000026,,Elective,,65-74 years,,Female,,Heart Attack,0,,0,,0
32952,2016/17,S08000026,,Elective,,65-74 years,,Female,,Heart Failure,0,,0,,0
32953,2016/17,S08000026,,Elective,,under75 years,d,All,d,Angina,,c,,c,4.530216544
32954,2016/17,S08000026,,Elective,,under75 years,d,All,d,Coronary Heart Disease,,c,,c,124.2145251
32955,2016/17,S08000026,,Elective,,under75 years,d,All,d,Heart Attack,0,,0,,0
32956,2016/17,S08000026,,Elective,,under75 years,d,All,d,Heart Failure,,c,,c,5.106417746
32957,2016/17,S08000026,,Elective,,under75 years,d,Male,,Angina,0,,0,,0
32958,2016/17,S08000026,,Elective,,under75 years,d,Male,,Coronary Heart Disease,,c,,c,212.7843636
32959,2016/17,S08000026,,Elective,,under75 years,d,Male,,Heart Attack,0,,0,,0
32960,2016/17,S08000026,,Elective,,under75 years,d,Male,,Heart Failure,,c,,c,10.21283549
32961,2016/17,S08000026,,Elective,,under75 years,d,Female,,Angina,,c,,c,9.060433089
32962,2016/17,S08000026,,Elective,,under75 years,d,Female,,Coronary Heart Disease,,c,,c,35.64468655
32963,2016/17,S08000026,,Elective,,under75 years,d,Female,,Heart Attack,0,,0,,0
32964,2016/17,S08000026,,Elective,,under75 years,d,Female,,Heart Failure,0,,0,,0
32965,2016/17,S08000026,,Elective,,75plus years,,All,d,Angina,,c,,c,101.4931347
32966,2016/17,S08000026,,Elective,,75plus years,,All,d,Coronary Heart Disease,,c,,c,624.9474286
32967,2016/17,S08000026,,Elective,,75plus years,,All,d,Heart Attack,0,,0,,0
32968,2016/17,S08000026,,Elective,,75plus years,,All,d,Heart Failure,,c,,c,44.09171076
32969,2016/17,S08000026,,Elective,,75plus years,,Male,,Angina,,c,,c,113.6686559
32970,2016/17,S08000026,,Elective,,75plus years,,Male,,Coronary Heart Disease,,c,,c,574.4064242
32971,2016/17,S08000026,,Elective,,75plus years,,Male,,Heart Attack,0,,0,,0
32972,2016/17,S08000026,,Elective,,75plus years,,Male,,Heart Failure,0,,0,,0
32973,2016/17,S08000026,,Elective,,75plus years,,Female,,Angina,,c,,c,89.31761343
32974,2016/17,S08000026,,Elective,,75plus years,,Female,,Coronary Heart Disease,,c,,c,675.488433
32975,2016/17,S08000026,,Elective,,75plus years,,Female,,Heart Attack,0,,0,,0
32976,2016/17,S08000026,,Elective,,75plus years,,Female,,Heart Failure,,c,,c,88.18342152
32977,2016/17,S08000026,,Emergency,,All,d,All,d,Angina,33,,142.2413793,,158.3068903
32978,2016/17,S08000026,,Emergency,,All,d,All,d,Coronary Heart Disease,69,,297.4137931,,321.5992526
32979,2016/17,S08000026,,Emergency,,All,d,All,d,Heart Attack,30,,129.3103448,,136.50519
32980,2016/17,S08000026,,Emergency,,All,d,All,d,Heart Failure,15,,64.65517241,,66.20684864
32981,2016/17,S08000026,,Emergency,,All,d,Male,,Angina,17,,144.2756514,,187.7516966
32982,2016/17,S08000026,,Emergency,,All,d,Male,,Coronary Heart Disease,45,,381.906136,,448.7783491
32983,2016/17,S08000026,,Emergency,,All,d,Male,,Heart Attack,22,,186.7096665,,207.4523078
32984,2016/17,S08000026,,Emergency,,All,d,Male,,Heart Failure,8,,67.89442417,,75.73450767
32985,2016/17,S08000026,,Emergency,,All,d,Female,,Angina,16,,140.1418937,,128.862084
32986,2016/17,S08000026,,Emergency,,All,d,Female,,Coronary Heart Disease,24,,210.2128405,,194.4201562
32987,2016/17,S08000026,,Emergency,,All,d,Female,,Heart Attack,8,,70.07094683,,65.55807219
32988,2016/17,S08000026,,Emergency,,All,d,Female,,Heart Failure,7,,61.31207848,,56.67918962
32989,2016/17,S08000026,,Emergency,,0-44 years,,All,d,Angina,0,,0,,0
32990,2016/17,S08000026,,Emergency,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
32991,2016/17,S08000026,,Emergency,,0-44 years,,All,d,Heart Attack,0,,0,,0
32992,2016/17,S08000026,,Emergency,,0-44 years,,All,d,Heart Failure,0,,0,,0
32993,2016/17,S08000026,,Emergency,,0-44 years,,Male,,Angina,0,,0,,0
32994,2016/17,S08000026,,Emergency,,0-44 years,,Male,,Coronary Heart Disease,0,,0,,0
32995,2016/17,S08000026,,Emergency,,0-44 years,,Male,,Heart Attack,0,,0,,0
32996,2016/17,S08000026,,Emergency,,0-44 years,,Male,,Heart Failure,0,,0,,0
32997,2016/17,S08000026,,Emergency,,0-44 years,,Female,,Angina,0,,0,,0
32998,2016/17,S08000026,,Emergency,,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
32999,2016/17,S08000026,,Emergency,,0-44 years,,Female,,Heart Attack,0,,0,,0
33000,2016/17,S08000026,,Emergency,,0-44 years,,Female,,Heart Failure,0,,0,,0
33001,2016/17,S08000026,,Emergency,,45-64 years,,All,d,Angina,,c,,c,77.32347686
33002,2016/17,S08000026,,Emergency,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,164.7892011
33003,2016/17,S08000026,,Emergency,,45-64 years,,All,d,Heart Attack,,c,,c,87.46572422
33004,2016/17,S08000026,,Emergency,,45-64 years,,All,d,Heart Failure,,c,,c,14.84764037
33005,2016/17,S08000026,,Emergency,,45-64 years,,Male,,Angina,,c,,c,60.91551716
33006,2016/17,S08000026,,Emergency,,45-64 years,,Male,,Coronary Heart Disease,,c,,c,205.3328019
33007,2016/17,S08000026,,Emergency,,45-64 years,,Male,,Heart Attack,,c,,c,144.4172848
33008,2016/17,S08000026,,Emergency,,45-64 years,,Male,,Heart Failure,,c,,c,29.69528073
33009,2016/17,S08000026,,Emergency,,45-64 years,,Female,,Angina,,c,,c,93.73143656
33010,2016/17,S08000026,,Emergency,,45-64 years,,Female,,Coronary Heart Disease,,c,,c,124.2456002
33011,2016/17,S08000026,,Emergency,,45-64 years,,Female,,Heart Attack,,c,,c,30.51416366
33012,2016/17,S08000026,,Emergency,,45-64 years,,Female,,Heart Failure,0,,0,,0
33013,2016/17,S08000026,,Emergency,,65-74 years,,All,d,Angina,,c,,c,480.6849094
33014,2016/17,S08000026,,Emergency,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,1035.172384
33015,2016/17,S08000026,,Emergency,,65-74 years,,All,d,Heart Attack,,c,,c,299.3715473
33016,2016/17,S08000026,,Emergency,,65-74 years,,All,d,Heart Failure,,c,,c,218.2868212
33017,2016/17,S08000026,,Emergency,,65-74 years,,Male,,Angina,,c,,c,577.9075028
33018,2016/17,S08000026,,Emergency,,65-74 years,,Male,,Coronary Heart Disease,,c,,c,1686.882451
33019,2016/17,S08000026,,Emergency,,65-74 years,,Male,,Heart Attack,,c,,c,598.7430946
33020,2016/17,S08000026,,Emergency,,65-74 years,,Male,,Heart Failure,,c,,c,354.0449637
33021,2016/17,S08000026,,Emergency,,65-74 years,,Female,,Angina,,c,,c,383.4623161
33022,2016/17,S08000026,,Emergency,,65-74 years,,Female,,Coronary Heart Disease,,c,,c,383.4623161
33023,2016/17,S08000026,,Emergency,,65-74 years,,Female,,Heart Attack,0,,0,,0
33024,2016/17,S08000026,,Emergency,,65-74 years,,Female,,Heart Failure,,c,,c,82.52867872
33025,2016/17,S08000026,,Emergency,,under75 years,d,All,d,Angina,,c,,c,77.98091963
33026,2016/17,S08000026,,Emergency,,under75 years,d,All,d,Coronary Heart Disease,,c,,c,167.4310314
33027,2016/17,S08000026,,Emergency,,under75 years,d,All,d,Heart Attack,,c,,c,60.01365867
33028,2016/17,S08000026,,Emergency,,under75 years,d,All,d,Heart Failure,,c,,c,29.51070431
33029,2016/17,S08000026,,Emergency,,under75 years,d,Male,,Angina,,c,,c,84.42076905
33030,2016/17,S08000026,,Emergency,,under75 years,d,Male,,Coronary Heart Disease,,c,,c,254.4349999
33031,2016/17,S08000026,,Emergency,,under75 years,d,Male,,Heart Attack,,c,,c,111.1413246
33032,2016/17,S08000026,,Emergency,,under75 years,d,Male,,Heart Failure,,c,,c,49.49886877
33033,2016/17,S08000026,,Emergency,,under75 years,d,Female,,Angina,,c,,c,71.5410702
33034,2016/17,S08000026,,Emergency,,under75 years,d,Female,,Coronary Heart Disease,,c,,c,80.42706291
33035,2016/17,S08000026,,Emergency,,under75 years,d,Female,,Heart Attack,,c,,c,8.885992713
33036,2016/17,S08000026,,Emergency,,under75 years,d,Female,,Heart Failure,,c,,c,9.522539852
33037,2016/17,S08000026,,Emergency,,75plus years,,All,d,Angina,,c,,c,970.491705
33038,2016/17,S08000026,,Emergency,,75plus years,,All,d,Coronary Heart Disease,,c,,c,1880.411267
33039,2016/17,S08000026,,Emergency,,75plus years,,All,d,Heart Attack,,c,,c,909.9195623
33040,2016/17,S08000026,,Emergency,,75plus years,,All,d,Heart Failure,,c,,c,437.2456413
33041,2016/17,S08000026,,Emergency,,75plus years,,Male,,Angina,,c,,c,1232.542187
33042,2016/17,S08000026,,Emergency,,75plus years,,Male,,Coronary Heart Disease,,c,,c,2413.805547
33043,2016/17,S08000026,,Emergency,,75plus years,,Male,,Heart Attack,,c,,c,1181.26336
33044,2016/17,S08000026,,Emergency,,75plus years,,Male,,Heart Failure,,c,,c,341.0059676
33045,2016/17,S08000026,,Emergency,,75plus years,,Female,,Angina,,c,,c,708.4412233
33046,2016/17,S08000026,,Emergency,,75plus years,,Female,,Coronary Heart Disease,,c,,c,1347.016988
33047,2016/17,S08000026,,Emergency,,75plus years,,Female,,Heart Attack,,c,,c,638.5757646
33048,2016/17,S08000026,,Emergency,,75plus years,,Female,,Heart Failure,,c,,c,533.4853151
33049,2016/17,S08000026,,Transfer,,All,d,All,d,Angina,0,,0,,0
33050,2016/17,S08000026,,Transfer,,All,d,All,d,Coronary Heart Disease,54,,232.7586207,,246.1134823
33051,2016/17,S08000026,,Transfer,,All,d,All,d,Heart Attack,39,,168.1034483,,176.3753446
33052,2016/17,S08000026,,Transfer,,All,d,All,d,Heart Failure,0,,0,,0
33053,2016/17,S08000026,,Transfer,,All,d,Male,,Angina,0,,0,,0
33054,2016/17,S08000026,,Transfer,,All,d,Male,,Coronary Heart Disease,49,,415.853348,,450.511961
33055,2016/17,S08000026,,Transfer,,All,d,Male,,Heart Attack,34,,288.5513027,,311.0356856
33056,2016/17,S08000026,,Transfer,,All,d,Male,,Heart Failure,0,,0,,0
33057,2016/17,S08000026,,Transfer,,All,d,Female,,Angina,0,,0,,0
33058,2016/17,S08000026,,Transfer,,All,d,Female,,Coronary Heart Disease,5,,43.79434177,,41.71500364
33059,2016/17,S08000026,,Transfer,,All,d,Female,,Heart Attack,5,,43.79434177,,41.71500364
33060,2016/17,S08000026,,Transfer,,All,d,Female,,Heart Failure,0,,0,,0
33061,2016/17,S08000026,,Transfer,,0-44 years,,All,d,Angina,0,,0,,0
33062,2016/17,S08000026,,Transfer,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
33063,2016/17,S08000026,,Transfer,,0-44 years,,All,d,Heart Attack,0,,0,,0
33064,2016/17,S08000026,,Transfer,,0-44 years,,All,d,Heart Failure,0,,0,,0
33065,2016/17,S08000026,,Transfer,,0-44 years,,Male,,Angina,0,,0,,0
33066,2016/17,S08000026,,Transfer,,0-44 years,,Male,,Coronary Heart Disease,0,,0,,0
33067,2016/17,S08000026,,Transfer,,0-44 years,,Male,,Heart Attack,0,,0,,0
33068,2016/17,S08000026,,Transfer,,0-44 years,,Male,,Heart Failure,0,,0,,0
33069,2016/17,S08000026,,Transfer,,0-44 years,,Female,,Angina,0,,0,,0
33070,2016/17,S08000026,,Transfer,,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
33071,2016/17,S08000026,,Transfer,,0-44 years,,Female,,Heart Attack,0,,0,,0
33072,2016/17,S08000026,,Transfer,,0-44 years,,Female,,Heart Failure,0,,0,,0
33073,2016/17,S08000026,,Transfer,,45-64 years,,All,d,Angina,0,,0,,0
33074,2016/17,S08000026,,Transfer,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,146.8787636
33075,2016/17,S08000026,,Transfer,,45-64 years,,All,d,Heart Attack,,c,,c,146.8787636
33076,2016/17,S08000026,,Transfer,,45-64 years,,All,d,Heart Failure,0,,0,,0
33077,2016/17,S08000026,,Transfer,,45-64 years,,Male,,Angina,0,,0,,0
33078,2016/17,S08000026,,Transfer,,45-64 years,,Male,,Coronary Heart Disease,,c,,c,293.7575272
33079,2016/17,S08000026,,Transfer,,45-64 years,,Male,,Heart Attack,,c,,c,293.7575272
33080,2016/17,S08000026,,Transfer,,45-64 years,,Male,,Heart Failure,0,,0,,0
33081,2016/17,S08000026,,Transfer,,45-64 years,,Female,,Angina,0,,0,,0
33082,2016/17,S08000026,,Transfer,,45-64 years,,Female,,Coronary Heart Disease,0,,0,,0
33083,2016/17,S08000026,,Transfer,,45-64 years,,Female,,Heart Attack,0,,0,,0
33084,2016/17,S08000026,,Transfer,,45-64 years,,Female,,Heart Failure,0,,0,,0
33085,2016/17,S08000026,,Transfer,,65-74 years,,All,d,Angina,0,,0,,0
33086,2016/17,S08000026,,Transfer,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,1069.227735
33087,2016/17,S08000026,,Transfer,,65-74 years,,All,d,Heart Attack,,c,,c,558.9958812
33088,2016/17,S08000026,,Transfer,,65-74 years,,All,d,Heart Failure,0,,0,,0
33089,2016/17,S08000026,,Transfer,,65-74 years,,Male,,Angina,0,,0,,0
33090,2016/17,S08000026,,Transfer,,65-74 years,,Male,,Coronary Heart Disease,,c,,c,2061.763007
33091,2016/17,S08000026,,Transfer,,65-74 years,,Male,,Heart Attack,,c,,c,1041.299299
33092,2016/17,S08000026,,Transfer,,65-74 years,,Male,,Heart Failure,0,,0,,0
33093,2016/17,S08000026,,Transfer,,65-74 years,,Female,,Angina,0,,0,,0
33094,2016/17,S08000026,,Transfer,,65-74 years,,Female,,Coronary Heart Disease,,c,,c,76.69246322
33095,2016/17,S08000026,,Transfer,,65-74 years,,Female,,Heart Attack,,c,,c,76.69246322
33096,2016/17,S08000026,,Transfer,,65-74 years,,Female,,Heart Failure,0,,0,,0
33097,2016/17,S08000026,,Transfer,,under75 years,d,All,d,Angina,0,,0,,0
33098,2016/17,S08000026,,Transfer,,under75 years,d,All,d,Coronary Heart Disease,,c,,c,166.1448182
33099,2016/17,S08000026,,Transfer,,under75 years,d,All,d,Heart Attack,,c,,c,107.271912
33100,2016/17,S08000026,,Transfer,,under75 years,d,All,d,Heart Failure,0,,0,,0
33101,2016/17,S08000026,,Transfer,,under75 years,d,Male,,Angina,0,,0,,0
33102,2016/17,S08000026,,Transfer,,under75 years,d,Male,,Coronary Heart Disease,,c,,c,323.440506
33103,2016/17,S08000026,,Transfer,,under75 years,d,Male,,Heart Attack,,c,,c,205.6946936
33104,2016/17,S08000026,,Transfer,,under75 years,d,Male,,Heart Failure,0,,0,,0
33105,2016/17,S08000026,,Transfer,,under75 years,d,Female,,Angina,0,,0,,0
33106,2016/17,S08000026,,Transfer,,under75 years,d,Female,,Coronary Heart Disease,,c,,c,8.849130372
33107,2016/17,S08000026,,Transfer,,under75 years,d,Female,,Heart Attack,,c,,c,8.849130372
33108,2016/17,S08000026,,Transfer,,under75 years,d,Female,,Heart Failure,0,,0,,0
33109,2016/17,S08000026,,Transfer,,75plus years,,All,d,Angina,0,,0,,0
33110,2016/17,S08000026,,Transfer,,75plus years,,All,d,Coronary Heart Disease,,c,,c,1054.685531
33111,2016/17,S08000026,,Transfer,,75plus years,,All,d,Heart Attack,,c,,c,875.0878301
33112,2016/17,S08000026,,Transfer,,75plus years,,All,d,Heart Failure,0,,0,,0
33113,2016/17,S08000026,,Transfer,,75plus years,,Male,,Angina,0,,0,,0
33114,2016/17,S08000026,,Transfer,,75plus years,,Male,,Coronary Heart Disease,,c,,c,1735.345563
33115,2016/17,S08000026,,Transfer,,75plus years,,Male,,Heart Attack,,c,,c,1376.15016
33116,2016/17,S08000026,,Transfer,,75plus years,,Male,,Heart Failure,0,,0,,0
33117,2016/17,S08000026,,Transfer,,75plus years,,Female,,Angina,0,,0,,0
33118,2016/17,S08000026,,Transfer,,75plus years,,Female,,Coronary Heart Disease,,c,,c,374.0255001
33119,2016/17,S08000026,,Transfer,,75plus years,,Female,,Heart Attack,,c,,c,374.0255001
33120,2016/17,S08000026,,Transfer,,75plus years,,Female,,Heart Failure,0,,0,,0
33121,2016/17,S08000028,,All,d,All,d,All,d,Angina,28,,104.0892193,,83.00070191
33122,2016/17,S08000028,,All,d,All,d,All,d,Coronary Heart Disease,246,,914.4981413,,776.4022606
33123,2016/17,S08000028,,All,d,All,d,All,d,Heart Attack,119,,442.3791822,,389.8843353
33124,2016/17,S08000028,,All,d,All,d,All,d,Heart Failure,39,,144.9814126,,112.2497256
33125,2016/17,S08000028,,All,d,All,d,Male,,Angina,15,,113.0454443,,93.03137143
33126,2016/17,S08000028,,All,d,All,d,Male,,Coronary Heart Disease,159,,1198.281709,,1062.202861
33127,2016/17,S08000028,,All,d,All,d,Male,,Heart Attack,72,,542.6181325,,519.8788819
33128,2016/17,S08000028,,All,d,All,d,Male,,Heart Failure,13,,97.97271837,,90.31822846
33129,2016/17,S08000028,,All,d,All,d,Female,,Angina,13,,95.37084587,,72.97003238
33130,2016/17,S08000028,,All,d,All,d,Female,,Coronary Heart Disease,87,,638.2510454,,490.6016603
33131,2016/17,S08000028,,All,d,All,d,Female,,Heart Attack,47,,344.8022889,,259.8897887
33132,2016/17,S08000028,,All,d,All,d,Female,,Heart Failure,26,,190.7416917,,134.1812227
33133,2016/17,S08000028,,All,d,0-44 years,,All,d,Angina,0,,0,,0
33134,2016/17,S08000028,,All,d,0-44 years,,All,d,Coronary Heart Disease,,c,,c,90.15565281
33135,2016/17,S08000028,,All,d,0-44 years,,All,d,Heart Attack,,c,,c,49.51311253
33136,2016/17,S08000028,,All,d,0-44 years,,All,d,Heart Failure,,c,,c,7.942992012
33137,2016/17,S08000028,,All,d,0-44 years,,Male,,Angina,0,,0,,0
33138,2016/17,S08000028,,All,d,0-44 years,,Male,,Coronary Heart Disease,,c,,c,86.14934706
33139,2016/17,S08000028,,All,d,0-44 years,,Male,,Heart Attack,,c,,c,36.25158601
33140,2016/17,S08000028,,All,d,0-44 years,,Male,,Heart Failure,,c,,c,15.88598402
33141,2016/17,S08000028,,All,d,0-44 years,,Female,,Angina,0,,0,,0
33142,2016/17,S08000028,,All,d,0-44 years,,Female,,Coronary Heart Disease,,c,,c,94.16195857
33143,2016/17,S08000028,,All,d,0-44 years,,Female,,Heart Attack,,c,,c,62.77463905
33144,2016/17,S08000028,,All,d,0-44 years,,Female,,Heart Failure,0,,0,,0
33145,2016/17,S08000028,,All,d,45-64 years,,All,d,Angina,,c,,c,142.0463799
33146,2016/17,S08000028,,All,d,45-64 years,,All,d,Coronary Heart Disease,,c,,c,637.1367614
33147,2016/17,S08000028,,All,d,45-64 years,,All,d,Heart Attack,,c,,c,205.8976861
33148,2016/17,S08000028,,All,d,45-64 years,,All,d,Heart Failure,,c,,c,117.5707389
33149,2016/17,S08000028,,All,d,45-64 years,,Male,,Angina,,c,,c,234.0167516
33150,2016/17,S08000028,,All,d,45-64 years,,Male,,Coronary Heart Disease,,c,,c,1049.857938
33151,2016/17,S08000028,,All,d,45-64 years,,Male,,Heart Attack,,c,,c,336.0907368
33152,2016/17,S08000028,,All,d,45-64 years,,Male,,Heart Failure,,c,,c,96.37839641
33153,2016/17,S08000028,,All,d,45-64 years,,Female,,Angina,,c,,c,50.07600823
33154,2016/17,S08000028,,All,d,45-64 years,,Female,,Coronary Heart Disease,,c,,c,224.415585
33155,2016/17,S08000028,,All,d,45-64 years,,Female,,Heart Attack,,c,,c,75.70463545
33156,2016/17,S08000028,,All,d,45-64 years,,Female,,Heart Failure,,c,,c,138.7630813
33157,2016/17,S08000028,,All,d,65-74 years,,All,d,Angina,,c,,c,198.1168496
33158,2016/17,S08000028,,All,d,65-74 years,,All,d,Coronary Heart Disease,,c,,c,2330.904556
33159,2016/17,S08000028,,All,d,65-74 years,,All,d,Heart Attack,,c,,c,834.8623621
33160,2016/17,S08000028,,All,d,65-74 years,,All,d,Heart Failure,,c,,c,32.13161108
33161,2016/17,S08000028,,All,d,65-74 years,,Male,,Angina,,c,,c,164.0364648
33162,2016/17,S08000028,,All,d,65-74 years,,Male,,Coronary Heart Disease,,c,,c,3487.0326
33163,2016/17,S08000028,,All,d,65-74 years,,Male,,Heart Attack,,c,,c,1176.145492
33164,2016/17,S08000028,,All,d,65-74 years,,Male,,Heart Failure,,c,,c,64.26322216
33165,2016/17,S08000028,,All,d,65-74 years,,Female,,Angina,,c,,c,232.1972344
33166,2016/17,S08000028,,All,d,65-74 years,,Female,,Coronary Heart Disease,,c,,c,1174.776512
33167,2016/17,S08000028,,All,d,65-74 years,,Female,,Heart Attack,,c,,c,493.5792323
33168,2016/17,S08000028,,All,d,65-74 years,,Female,,Heart Failure,0,,0,,0
33169,2016/17,S08000028,,All,d,under75 years,d,All,d,Angina,,c,,c,64.22479109
33170,2016/17,S08000028,,All,d,under75 years,d,All,d,Coronary Heart Disease,,c,,c,507.9893106
33171,2016/17,S08000028,,All,d,under75 years,d,All,d,Heart Attack,,c,,c,185.6708963
33172,2016/17,S08000028,,All,d,under75 years,d,All,d,Heart Failure,,c,,c,42.65855016
33173,2016/17,S08000028,,All,d,under75 years,d,Male,,Angina,,c,,c,87.07501976
33174,2016/17,S08000028,,All,d,under75 years,d,Male,,Coronary Heart Disease,,c,,c,759.1993669
33175,2016/17,S08000028,,All,d,under75 years,d,Male,,Heart Attack,,c,,c,255.0936026
33176,2016/17,S08000028,,All,d,under75 years,d,Male,,Heart Failure,,c,,c,44.90807115
33177,2016/17,S08000028,,All,d,under75 years,d,Female,,Angina,,c,,c,41.37456241
33178,2016/17,S08000028,,All,d,under75 years,d,Female,,Coronary Heart Disease,,c,,c,256.7792542
33179,2016/17,S08000028,,All,d,under75 years,d,Female,,Heart Attack,,c,,c,116.24819
33180,2016/17,S08000028,,All,d,under75 years,d,Female,,Heart Failure,,c,,c,40.40902917
33181,2016/17,S08000028,,All,d,75plus years,,All,d,Angina,,c,,c,272.8460224
33182,2016/17,S08000028,,All,d,75plus years,,All,d,Coronary Heart Disease,,c,,c,3490.355422
33183,2016/17,S08000028,,All,d,75plus years,,All,d,Heart Attack,,c,,c,2454.709108
33184,2016/17,S08000028,,All,d,75plus years,,All,d,Heart Failure,,c,,c,815.8938325
