"","year","ca","age_group","sex","diagnosis","number_of_deaths","crude_rate","LA_Name"
"16118",2018,"S12000005","45-64 years","Female","Stroke",0,0,"Clackmannanshire"
"16119",2018,"S12000005","45-64 years","Female","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"16120",2018,"S12000005","65-74 years","All","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16121",2018,"S12000005","65-74 years","All","Stroke",NA,NA,"Clackmannanshire"
"16122",2018,"S12000005","65-74 years","All","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"16123",2018,"S12000005","65-74 years","Male","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16124",2018,"S12000005","65-74 years","Male","Stroke",NA,NA,"Clackmannanshire"
"16125",2018,"S12000005","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"16126",2018,"S12000005","65-74 years","Female","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16127",2018,"S12000005","65-74 years","Female","Stroke",0,0,"Clackmannanshire"
"16128",2018,"S12000005","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"16129",2018,"S12000005","under75 years","All","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16130",2018,"S12000005","under75 years","All","Stroke",NA,NA,"Clackmannanshire"
"16131",2018,"S12000005","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"Clackmannanshire"
"16132",2018,"S12000005","under75 years","Male","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16133",2018,"S12000005","under75 years","Male","Stroke",NA,NA,"Clackmannanshire"
"16134",2018,"S12000005","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"Clackmannanshire"
"16135",2018,"S12000005","under75 years","Female","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16136",2018,"S12000005","under75 years","Female","Stroke",0,0,"Clackmannanshire"
"16137",2018,"S12000005","under75 years","Female","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"16138",2018,"S12000005","75plus years","All","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16139",2018,"S12000005","75plus years","All","Stroke",NA,NA,"Clackmannanshire"
"16140",2018,"S12000005","75plus years","All","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"16141",2018,"S12000005","75plus years","Male","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16142",2018,"S12000005","75plus years","Male","Stroke",NA,NA,"Clackmannanshire"
"16143",2018,"S12000005","75plus years","Male","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"16144",2018,"S12000005","75plus years","Female","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"16145",2018,"S12000005","75plus years","Female","Stroke",NA,NA,"Clackmannanshire"
"16146",2018,"S12000005","75plus years","Female","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"16147",2018,"S12000006","All","All","Cerebrovascular Disease",143,96.11,"Dumfries and Galloway"
"16148",2018,"S12000006","All","All","Stroke",82,55.11,"Dumfries and Galloway"
"16149",2018,"S12000006","All","All","Subarachnoid Haemorrhage",6,4.03,"Dumfries and Galloway"
"16150",2018,"S12000006","All","Male","Cerebrovascular Disease",58,80.2,"Dumfries and Galloway"
"16151",2018,"S12000006","All","Male","Stroke",34,47.01,"Dumfries and Galloway"
"16152",2018,"S12000006","All","Male","Subarachnoid Haemorrhage",2,2.77,"Dumfries and Galloway"
"16153",2018,"S12000006","All","Female","Cerebrovascular Disease",85,111.16,"Dumfries and Galloway"
"16154",2018,"S12000006","All","Female","Stroke",48,62.77,"Dumfries and Galloway"
"16155",2018,"S12000006","All","Female","Subarachnoid Haemorrhage",4,5.23,"Dumfries and Galloway"
"16156",2018,"S12000006","0-44 years","All","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16157",2018,"S12000006","0-44 years","All","Stroke",0,0,"Dumfries and Galloway"
"16158",2018,"S12000006","0-44 years","All","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"16159",2018,"S12000006","0-44 years","Male","Cerebrovascular Disease",0,0,"Dumfries and Galloway"
"16160",2018,"S12000006","0-44 years","Male","Stroke",0,0,"Dumfries and Galloway"
"16161",2018,"S12000006","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"Dumfries and Galloway"
"16162",2018,"S12000006","0-44 years","Female","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16163",2018,"S12000006","0-44 years","Female","Stroke",0,0,"Dumfries and Galloway"
"16164",2018,"S12000006","0-44 years","Female","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"16165",2018,"S12000006","45-64 years","All","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16166",2018,"S12000006","45-64 years","All","Stroke",NA,NA,"Dumfries and Galloway"
"16167",2018,"S12000006","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"16168",2018,"S12000006","45-64 years","Male","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16169",2018,"S12000006","45-64 years","Male","Stroke",NA,NA,"Dumfries and Galloway"
"16170",2018,"S12000006","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"Dumfries and Galloway"
"16171",2018,"S12000006","45-64 years","Female","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16172",2018,"S12000006","45-64 years","Female","Stroke",NA,NA,"Dumfries and Galloway"
"16173",2018,"S12000006","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"16174",2018,"S12000006","65-74 years","All","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16175",2018,"S12000006","65-74 years","All","Stroke",NA,NA,"Dumfries and Galloway"
"16176",2018,"S12000006","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"16177",2018,"S12000006","65-74 years","Male","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16178",2018,"S12000006","65-74 years","Male","Stroke",NA,NA,"Dumfries and Galloway"
"16179",2018,"S12000006","65-74 years","Male","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"16180",2018,"S12000006","65-74 years","Female","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16181",2018,"S12000006","65-74 years","Female","Stroke",NA,NA,"Dumfries and Galloway"
"16182",2018,"S12000006","65-74 years","Female","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"16183",2018,"S12000006","under75 years","All","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16184",2018,"S12000006","under75 years","All","Stroke",NA,NA,"Dumfries and Galloway"
"16185",2018,"S12000006","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"16186",2018,"S12000006","under75 years","Male","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16187",2018,"S12000006","under75 years","Male","Stroke",NA,NA,"Dumfries and Galloway"
"16188",2018,"S12000006","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"16189",2018,"S12000006","under75 years","Female","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16190",2018,"S12000006","under75 years","Female","Stroke",NA,NA,"Dumfries and Galloway"
"16191",2018,"S12000006","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"16192",2018,"S12000006","75plus years","All","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16193",2018,"S12000006","75plus years","All","Stroke",NA,NA,"Dumfries and Galloway"
"16194",2018,"S12000006","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"16195",2018,"S12000006","75plus years","Male","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16196",2018,"S12000006","75plus years","Male","Stroke",NA,NA,"Dumfries and Galloway"
"16197",2018,"S12000006","75plus years","Male","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"16198",2018,"S12000006","75plus years","Female","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"16199",2018,"S12000006","75plus years","Female","Stroke",NA,NA,"Dumfries and Galloway"
"16200",2018,"S12000006","75plus years","Female","Subarachnoid Haemorrhage",0,0,"Dumfries and Galloway"
"16201",2018,"S12000008","All","All","Cerebrovascular Disease",96,78.79,"East Ayrshire"
"16202",2018,"S12000008","All","All","Stroke",50,41.04,"East Ayrshire"
"16203",2018,"S12000008","All","All","Subarachnoid Haemorrhage",2,1.64,"East Ayrshire"
"16204",2018,"S12000008","All","Male","Cerebrovascular Disease",36,60.91,"East Ayrshire"
"16205",2018,"S12000008","All","Male","Stroke",18,30.45,"East Ayrshire"
"16206",2018,"S12000008","All","Male","Subarachnoid Haemorrhage",2,3.38,"East Ayrshire"
"16207",2018,"S12000008","All","Female","Cerebrovascular Disease",60,95.64,"East Ayrshire"
"16208",2018,"S12000008","All","Female","Stroke",32,51.01,"East Ayrshire"
"16209",2018,"S12000008","All","Female","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"16210",2018,"S12000008","0-44 years","All","Cerebrovascular Disease",0,0,"East Ayrshire"
"16211",2018,"S12000008","0-44 years","All","Stroke",0,0,"East Ayrshire"
"16212",2018,"S12000008","0-44 years","All","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"16213",2018,"S12000008","0-44 years","Male","Cerebrovascular Disease",0,0,"East Ayrshire"
"16214",2018,"S12000008","0-44 years","Male","Stroke",0,0,"East Ayrshire"
"16215",2018,"S12000008","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"16216",2018,"S12000008","0-44 years","Female","Cerebrovascular Disease",0,0,"East Ayrshire"
"16217",2018,"S12000008","0-44 years","Female","Stroke",0,0,"East Ayrshire"
"16218",2018,"S12000008","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"16219",2018,"S12000008","45-64 years","All","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"16220",2018,"S12000008","45-64 years","All","Stroke",NA,NA,"East Ayrshire"
"16221",2018,"S12000008","45-64 years","All","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"16222",2018,"S12000008","45-64 years","Male","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"16223",2018,"S12000008","45-64 years","Male","Stroke",NA,NA,"East Ayrshire"
"16224",2018,"S12000008","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"16225",2018,"S12000008","45-64 years","Female","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"16226",2018,"S12000008","45-64 years","Female","Stroke",NA,NA,"East Ayrshire"
"16227",2018,"S12000008","45-64 years","Female","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"16228",2018,"S12000008","65-74 years","All","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"16229",2018,"S12000008","65-74 years","All","Stroke",NA,NA,"East Ayrshire"
"16230",2018,"S12000008","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"16231",2018,"S12000008","65-74 years","Male","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"16232",2018,"S12000008","65-74 years","Male","Stroke",NA,NA,"East Ayrshire"
"16233",2018,"S12000008","65-74 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"16234",2018,"S12000008","65-74 years","Female","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"16235",2018,"S12000008","65-74 years","Female","Stroke",NA,NA,"East Ayrshire"
"16236",2018,"S12000008","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"16237",2018,"S12000008","under75 years","All","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"16238",2018,"S12000008","under75 years","All","Stroke",NA,NA,"East Ayrshire"
"16239",2018,"S12000008","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"16240",2018,"S12000008","under75 years","Male","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"16241",2018,"S12000008","under75 years","Male","Stroke",NA,NA,"East Ayrshire"
"16242",2018,"S12000008","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"16243",2018,"S12000008","under75 years","Female","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"16244",2018,"S12000008","under75 years","Female","Stroke",NA,NA,"East Ayrshire"
"16245",2018,"S12000008","under75 years","Female","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"16246",2018,"S12000008","75plus years","All","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"16247",2018,"S12000008","75plus years","All","Stroke",NA,NA,"East Ayrshire"
"16248",2018,"S12000008","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"16249",2018,"S12000008","75plus years","Male","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"16250",2018,"S12000008","75plus years","Male","Stroke",NA,NA,"East Ayrshire"
"16251",2018,"S12000008","75plus years","Male","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"16252",2018,"S12000008","75plus years","Female","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"16253",2018,"S12000008","75plus years","Female","Stroke",NA,NA,"East Ayrshire"
"16254",2018,"S12000008","75plus years","Female","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"16255",2018,"S12000010","All","All","Cerebrovascular Disease",78,73.73,"East Lothian"
"16256",2018,"S12000010","All","All","Stroke",47,44.43,"East Lothian"
"16257",2018,"S12000010","All","All","Subarachnoid Haemorrhage",4,3.78,"East Lothian"
"16258",2018,"S12000010","All","Male","Cerebrovascular Disease",41,80.84,"East Lothian"
"16259",2018,"S12000010","All","Male","Stroke",23,45.35,"East Lothian"
"16260",2018,"S12000010","All","Male","Subarachnoid Haemorrhage",2,3.94,"East Lothian"
"16261",2018,"S12000010","All","Female","Cerebrovascular Disease",37,67.19,"East Lothian"
"16262",2018,"S12000010","All","Female","Stroke",24,43.58,"East Lothian"
"16263",2018,"S12000010","All","Female","Subarachnoid Haemorrhage",2,3.63,"East Lothian"
"16264",2018,"S12000010","0-44 years","All","Cerebrovascular Disease",0,0,"East Lothian"
"16265",2018,"S12000010","0-44 years","All","Stroke",0,0,"East Lothian"
"16266",2018,"S12000010","0-44 years","All","Subarachnoid Haemorrhage",0,0,"East Lothian"
"16267",2018,"S12000010","0-44 years","Male","Cerebrovascular Disease",0,0,"East Lothian"
"16268",2018,"S12000010","0-44 years","Male","Stroke",0,0,"East Lothian"
"16269",2018,"S12000010","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"East Lothian"
"16270",2018,"S12000010","0-44 years","Female","Cerebrovascular Disease",0,0,"East Lothian"
"16271",2018,"S12000010","0-44 years","Female","Stroke",0,0,"East Lothian"
"16272",2018,"S12000010","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"East Lothian"
"16273",2018,"S12000010","45-64 years","All","Cerebrovascular Disease",NA,NA,"East Lothian"
"16274",2018,"S12000010","45-64 years","All","Stroke",NA,NA,"East Lothian"
"16275",2018,"S12000010","45-64 years","All","Subarachnoid Haemorrhage",0,0,"East Lothian"
"16276",2018,"S12000010","45-64 years","Male","Cerebrovascular Disease",NA,NA,"East Lothian"
"16277",2018,"S12000010","45-64 years","Male","Stroke",NA,NA,"East Lothian"
"16278",2018,"S12000010","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"East Lothian"
"16279",2018,"S12000010","45-64 years","Female","Cerebrovascular Disease",NA,NA,"East Lothian"
"16280",2018,"S12000010","45-64 years","Female","Stroke",0,0,"East Lothian"
"16281",2018,"S12000010","45-64 years","Female","Subarachnoid Haemorrhage",0,0,"East Lothian"
"16282",2018,"S12000010","65-74 years","All","Cerebrovascular Disease",NA,NA,"East Lothian"
"16283",2018,"S12000010","65-74 years","All","Stroke",NA,NA,"East Lothian"
"16284",2018,"S12000010","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"16285",2018,"S12000010","65-74 years","Male","Cerebrovascular Disease",NA,NA,"East Lothian"
"16286",2018,"S12000010","65-74 years","Male","Stroke",NA,NA,"East Lothian"
"16287",2018,"S12000010","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"East Lothian"
"16288",2018,"S12000010","65-74 years","Female","Cerebrovascular Disease",NA,NA,"East Lothian"
"16289",2018,"S12000010","65-74 years","Female","Stroke",NA,NA,"East Lothian"
"16290",2018,"S12000010","65-74 years","Female","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"16291",2018,"S12000010","under75 years","All","Cerebrovascular Disease",NA,NA,"East Lothian"
"16292",2018,"S12000010","under75 years","All","Stroke",NA,NA,"East Lothian"
"16293",2018,"S12000010","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"16294",2018,"S12000010","under75 years","Male","Cerebrovascular Disease",NA,NA,"East Lothian"
"16295",2018,"S12000010","under75 years","Male","Stroke",NA,NA,"East Lothian"
"16296",2018,"S12000010","under75 years","Male","Subarachnoid Haemorrhage",0,0,"East Lothian"
"16297",2018,"S12000010","under75 years","Female","Cerebrovascular Disease",NA,NA,"East Lothian"
"16298",2018,"S12000010","under75 years","Female","Stroke",NA,NA,"East Lothian"
"16299",2018,"S12000010","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"16300",2018,"S12000010","75plus years","All","Cerebrovascular Disease",NA,NA,"East Lothian"
"16301",2018,"S12000010","75plus years","All","Stroke",NA,NA,"East Lothian"
"16302",2018,"S12000010","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"16303",2018,"S12000010","75plus years","Male","Cerebrovascular Disease",NA,NA,"East Lothian"
"16304",2018,"S12000010","75plus years","Male","Stroke",NA,NA,"East Lothian"
"16305",2018,"S12000010","75plus years","Male","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"16306",2018,"S12000010","75plus years","Female","Cerebrovascular Disease",NA,NA,"East Lothian"
"16307",2018,"S12000010","75plus years","Female","Stroke",NA,NA,"East Lothian"
"16308",2018,"S12000010","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"16309",2018,"S12000011","All","All","Cerebrovascular Disease",62,65.15,"East Renfrewshire"
"16310",2018,"S12000011","All","All","Stroke",37,38.88,"East Renfrewshire"
"16311",2018,"S12000011","All","All","Subarachnoid Haemorrhage",3,3.15,"East Renfrewshire"
"16312",2018,"S12000011","All","Male","Cerebrovascular Disease",19,41.78,"East Renfrewshire"
"16313",2018,"S12000011","All","Male","Stroke",10,21.99,"East Renfrewshire"
"16314",2018,"S12000011","All","Male","Subarachnoid Haemorrhage",0,0,"East Renfrewshire"
"16315",2018,"S12000011","All","Female","Cerebrovascular Disease",43,86.52,"East Renfrewshire"
"16316",2018,"S12000011","All","Female","Stroke",27,54.33,"East Renfrewshire"
"16317",2018,"S12000011","All","Female","Subarachnoid Haemorrhage",3,6.04,"East Renfrewshire"
"16318",2018,"S12000011","0-44 years","All","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"16319",2018,"S12000011","0-44 years","All","Stroke",0,0,"East Renfrewshire"
"16320",2018,"S12000011","0-44 years","All","Subarachnoid Haemorrhage",NA,NA,"East Renfrewshire"
"16321",2018,"S12000011","0-44 years","Male","Cerebrovascular Disease",0,0,"East Renfrewshire"
"16322",2018,"S12000011","0-44 years","Male","Stroke",0,0,"East Renfrewshire"
"16323",2018,"S12000011","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"East Renfrewshire"
