"","year","hbr","age_group","sex","diagnosis","number_of_deaths","crude_rate","HBName"
"7062",2017,"S08000026","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"NHS Shetland"
"7063",2017,"S08000026","under75 years","Female","Cerebrovascular Disease",0,0,"NHS Shetland"
"7064",2017,"S08000026","under75 years","Female","Stroke",0,0,"NHS Shetland"
"7065",2017,"S08000026","under75 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"7066",2017,"S08000026","75plus years","All","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"7067",2017,"S08000026","75plus years","All","Stroke",NA,NA,"NHS Shetland"
"7068",2017,"S08000026","75plus years","All","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"7069",2017,"S08000026","75plus years","Male","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"7070",2017,"S08000026","75plus years","Male","Stroke",NA,NA,"NHS Shetland"
"7071",2017,"S08000026","75plus years","Male","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"7072",2017,"S08000026","75plus years","Female","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"7073",2017,"S08000026","75plus years","Female","Stroke",NA,NA,"NHS Shetland"
"7074",2017,"S08000026","75plus years","Female","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"7075",2017,"S08000028","All","All","Cerebrovascular Disease",31,115.0278,"NHS Western Isles"
"7076",2017,"S08000028","All","All","Stroke",20,74.2115,"NHS Western Isles"
"7077",2017,"S08000028","All","All","Subarachnoid Haemorrhage",2,7.42115,"NHS Western Isles"
"7078",2017,"S08000028","All","Male","Cerebrovascular Disease",11,82.64463,"NHS Western Isles"
"7079",2017,"S08000028","All","Male","Stroke",5,37.56574,"NHS Western Isles"
"7080",2017,"S08000028","All","Male","Subarachnoid Haemorrhage",2,15.0263,"NHS Western Isles"
"7081",2017,"S08000028","All","Female","Cerebrovascular Disease",20,146.6276,"NHS Western Isles"
"7082",2017,"S08000028","All","Female","Stroke",15,109.9707,"NHS Western Isles"
"7083",2017,"S08000028","All","Female","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"7084",2017,"S08000028","0-44 years","All","Cerebrovascular Disease",0,0,"NHS Western Isles"
"7085",2017,"S08000028","0-44 years","All","Stroke",0,0,"NHS Western Isles"
"7086",2017,"S08000028","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"7087",2017,"S08000028","0-44 years","Male","Cerebrovascular Disease",0,0,"NHS Western Isles"
"7088",2017,"S08000028","0-44 years","Male","Stroke",0,0,"NHS Western Isles"
"7089",2017,"S08000028","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"7090",2017,"S08000028","0-44 years","Female","Cerebrovascular Disease",0,0,"NHS Western Isles"
"7091",2017,"S08000028","0-44 years","Female","Stroke",0,0,"NHS Western Isles"
"7092",2017,"S08000028","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"7093",2017,"S08000028","45-64 years","All","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"7094",2017,"S08000028","45-64 years","All","Stroke",0,0,"NHS Western Isles"
"7095",2017,"S08000028","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"NHS Western Isles"
"7096",2017,"S08000028","45-64 years","Male","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"7097",2017,"S08000028","45-64 years","Male","Stroke",0,0,"NHS Western Isles"
"7098",2017,"S08000028","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,"NHS Western Isles"
"7099",2017,"S08000028","45-64 years","Female","Cerebrovascular Disease",0,0,"NHS Western Isles"
"7100",2017,"S08000028","45-64 years","Female","Stroke",0,0,"NHS Western Isles"
"7101",2017,"S08000028","45-64 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"7102",2017,"S08000028","65-74 years","All","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"7103",2017,"S08000028","65-74 years","All","Stroke",NA,NA,"NHS Western Isles"
"7104",2017,"S08000028","65-74 years","All","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"7105",2017,"S08000028","65-74 years","Male","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"7106",2017,"S08000028","65-74 years","Male","Stroke",0,0,"NHS Western Isles"
"7107",2017,"S08000028","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"7108",2017,"S08000028","65-74 years","Female","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"7109",2017,"S08000028","65-74 years","Female","Stroke",NA,NA,"NHS Western Isles"
"7110",2017,"S08000028","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"7111",2017,"S08000028","under75 years","All","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"7112",2017,"S08000028","under75 years","All","Stroke",NA,NA,"NHS Western Isles"
"7113",2017,"S08000028","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"NHS Western Isles"
"7114",2017,"S08000028","under75 years","Male","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"7115",2017,"S08000028","under75 years","Male","Stroke",0,0,"NHS Western Isles"
"7116",2017,"S08000028","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"NHS Western Isles"
"7117",2017,"S08000028","under75 years","Female","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"7118",2017,"S08000028","under75 years","Female","Stroke",NA,NA,"NHS Western Isles"
"7119",2017,"S08000028","under75 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"7120",2017,"S08000028","75plus years","All","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"7121",2017,"S08000028","75plus years","All","Stroke",NA,NA,"NHS Western Isles"
"7122",2017,"S08000028","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"NHS Western Isles"
"7123",2017,"S08000028","75plus years","Male","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"7124",2017,"S08000028","75plus years","Male","Stroke",NA,NA,"NHS Western Isles"
"7125",2017,"S08000028","75plus years","Male","Subarachnoid Haemorrhage",NA,NA,"NHS Western Isles"
"7126",2017,"S08000028","75plus years","Female","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"7127",2017,"S08000028","75plus years","Female","Stroke",NA,NA,"NHS Western Isles"
"7128",2017,"S08000028","75plus years","Female","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"7129",2017,"S08000030","All","All","Cerebrovascular Disease",327,78.58877,"NHS Tayside"
"7130",2017,"S08000030","All","All","Stroke",168,40.37588,"NHS Tayside"
"7131",2017,"S08000030","All","All","Subarachnoid Haemorrhage",11,2.643659,"NHS Tayside"
"7132",2017,"S08000030","All","Male","Cerebrovascular Disease",135,66.64462,"NHS Tayside"
"7133",2017,"S08000030","All","Male","Stroke",63,31.10082,"NHS Tayside"
"7134",2017,"S08000030","All","Male","Subarachnoid Haemorrhage",2,0.987328,"NHS Tayside"
"7135",2017,"S08000030","All","Female","Cerebrovascular Disease",192,89.92006,"NHS Tayside"
"7136",2017,"S08000030","All","Female","Stroke",105,49.17503,"NHS Tayside"
"7137",2017,"S08000030","All","Female","Subarachnoid Haemorrhage",9,4.215003,"NHS Tayside"
"7138",2017,"S08000030","0-44 years","All","Cerebrovascular Disease",0,0,"NHS Tayside"
"7139",2017,"S08000030","0-44 years","All","Stroke",0,0,"NHS Tayside"
"7140",2017,"S08000030","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Tayside"
"7141",2017,"S08000030","0-44 years","Male","Cerebrovascular Disease",0,0,"NHS Tayside"
"7142",2017,"S08000030","0-44 years","Male","Stroke",0,0,"NHS Tayside"
"7143",2017,"S08000030","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Tayside"
"7144",2017,"S08000030","0-44 years","Female","Cerebrovascular Disease",0,0,"NHS Tayside"
"7145",2017,"S08000030","0-44 years","Female","Stroke",0,0,"NHS Tayside"
"7146",2017,"S08000030","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Tayside"
"7147",2017,"S08000030","45-64 years","All","Cerebrovascular Disease",22,19.33556,"NHS Tayside"
"7148",2017,"S08000030","45-64 years","All","Stroke",12,10.54667,"NHS Tayside"
"7149",2017,"S08000030","45-64 years","All","Subarachnoid Haemorrhage",4,3.515556,"NHS Tayside"
"7150",2017,"S08000030","45-64 years","Male","Cerebrovascular Disease",13,23.49072,"NHS Tayside"
"7151",2017,"S08000030","45-64 years","Male","Stroke",8,14.45583,"NHS Tayside"
"7152",2017,"S08000030","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Tayside"
"7153",2017,"S08000030","45-64 years","Female","Cerebrovascular Disease",9,15.40067,"NHS Tayside"
"7154",2017,"S08000030","45-64 years","Female","Stroke",4,6.844744,"NHS Tayside"
"7155",2017,"S08000030","45-64 years","Female","Subarachnoid Haemorrhage",4,6.844744,"NHS Tayside"
"7156",2017,"S08000030","65-74 years","All","Cerebrovascular Disease",33,70.11282,"NHS Tayside"
"7157",2017,"S08000030","65-74 years","All","Stroke",19,40.36799,"NHS Tayside"
"7158",2017,"S08000030","65-74 years","All","Subarachnoid Haemorrhage",3,6.373893,"NHS Tayside"
"7159",2017,"S08000030","65-74 years","Male","Cerebrovascular Disease",19,84.33575,"NHS Tayside"
"7160",2017,"S08000030","65-74 years","Male","Stroke",11,48.82596,"NHS Tayside"
"7161",2017,"S08000030","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Tayside"
"7162",2017,"S08000030","65-74 years","Female","Cerebrovascular Disease",14,57.05436,"NHS Tayside"
"7163",2017,"S08000030","65-74 years","Female","Stroke",8,32.60249,"NHS Tayside"
"7164",2017,"S08000030","65-74 years","Female","Subarachnoid Haemorrhage",3,12.22594,"NHS Tayside"
"7165",2017,"S08000030","under75 years","All","Cerebrovascular Disease",55,14.63175,"NHS Tayside"
"7166",2017,"S08000030","under75 years","All","Stroke",31,8.246984,"NHS Tayside"
"7167",2017,"S08000030","under75 years","All","Subarachnoid Haemorrhage",7,1.862222,"NHS Tayside"
"7168",2017,"S08000030","under75 years","Male","Cerebrovascular Disease",32,17.20634,"NHS Tayside"
"7169",2017,"S08000030","under75 years","Male","Stroke",19,10.21626,"NHS Tayside"
"7170",2017,"S08000030","under75 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Tayside"
"7171",2017,"S08000030","under75 years","Female","Cerebrovascular Disease",23,12.11055,"NHS Tayside"
"7172",2017,"S08000030","under75 years","Female","Stroke",12,6.31855,"NHS Tayside"
"7173",2017,"S08000030","under75 years","Female","Subarachnoid Haemorrhage",7,3.685821,"NHS Tayside"
"7174",2017,"S08000030","75plus years","All","Cerebrovascular Disease",272,676.7011,"NHS Tayside"
"7175",2017,"S08000030","75plus years","All","Stroke",137,340.8384,"NHS Tayside"
"7176",2017,"S08000030","75plus years","All","Subarachnoid Haemorrhage",4,9.951487,"NHS Tayside"
"7177",2017,"S08000030","75plus years","Male","Cerebrovascular Disease",103,620.8934,"NHS Tayside"
"7178",2017,"S08000030","75plus years","Male","Stroke",44,265.236,"NHS Tayside"
"7179",2017,"S08000030","75plus years","Male","Subarachnoid Haemorrhage",2,12.05618,"NHS Tayside"
"7180",2017,"S08000030","75plus years","Female","Cerebrovascular Disease",169,715.9197,"NHS Tayside"
"7181",2017,"S08000030","75plus years","Female","Stroke",93,393.9676,"NHS Tayside"
"7182",2017,"S08000030","75plus years","Female","Subarachnoid Haemorrhage",2,8.472422,"NHS Tayside"
"7183",2017,"S08000021","All","All","Cerebrovascular Disease",781,66.80295,"NHS Greater Glasgow and Clyde"
"7184",2017,"S08000021","All","All","Stroke",406,34.72727,"NHS Greater Glasgow and Clyde"
"7185",2017,"S08000021","All","All","Subarachnoid Haemorrhage",36,3.079265,"NHS Greater Glasgow and Clyde"
"7186",2017,"S08000021","All","Male","Cerebrovascular Disease",324,57.24109,"NHS Greater Glasgow and Clyde"
"7187",2017,"S08000021","All","Male","Stroke",163,28.79721,"NHS Greater Glasgow and Clyde"
"7188",2017,"S08000021","All","Male","Subarachnoid Haemorrhage",10,1.7667,"NHS Greater Glasgow and Clyde"
"7189",2017,"S08000021","All","Female","Cerebrovascular Disease",457,75.7773,"NHS Greater Glasgow and Clyde"
"7190",2017,"S08000021","All","Female","Stroke",243,40.29296,"NHS Greater Glasgow and Clyde"
"7191",2017,"S08000021","All","Female","Subarachnoid Haemorrhage",26,4.311181,"NHS Greater Glasgow and Clyde"
"7192",2017,"S08000021","0-44 years","All","Cerebrovascular Disease",21,3.155736,"NHS Greater Glasgow and Clyde"
"7193",2017,"S08000021","0-44 years","All","Stroke",6,0.901639,"NHS Greater Glasgow and Clyde"
"7194",2017,"S08000021","0-44 years","All","Subarachnoid Haemorrhage",10,1.502731,"NHS Greater Glasgow and Clyde"
"7195",2017,"S08000021","0-44 years","Male","Cerebrovascular Disease",11,3.286702,"NHS Greater Glasgow and Clyde"
"7196",2017,"S08000021","0-44 years","Male","Stroke",4,1.195164,"NHS Greater Glasgow and Clyde"
"7197",2017,"S08000021","0-44 years","Male","Subarachnoid Haemorrhage",2,0.597582,"NHS Greater Glasgow and Clyde"
"7198",2017,"S08000021","0-44 years","Female","Cerebrovascular Disease",10,3.023221,"NHS Greater Glasgow and Clyde"
"7199",2017,"S08000021","0-44 years","Female","Stroke",2,0.604644,"NHS Greater Glasgow and Clyde"
"7200",2017,"S08000021","0-44 years","Female","Subarachnoid Haemorrhage",8,2.418577,"NHS Greater Glasgow and Clyde"
"7201",2017,"S08000021","45-64 years","All","Cerebrovascular Disease",67,21.49282,"NHS Greater Glasgow and Clyde"
"7202",2017,"S08000021","45-64 years","All","Stroke",42,13.47311,"NHS Greater Glasgow and Clyde"
"7203",2017,"S08000021","45-64 years","All","Subarachnoid Haemorrhage",11,3.528672,"NHS Greater Glasgow and Clyde"
"7204",2017,"S08000021","45-64 years","Male","Cerebrovascular Disease",39,26.22501,"NHS Greater Glasgow and Clyde"
"7205",2017,"S08000021","45-64 years","Male","Stroke",28,18.82821,"NHS Greater Glasgow and Clyde"
"7206",2017,"S08000021","45-64 years","Male","Subarachnoid Haemorrhage",3,2.017309,"NHS Greater Glasgow and Clyde"
"7207",2017,"S08000021","45-64 years","Female","Cerebrovascular Disease",28,17.17591,"NHS Greater Glasgow and Clyde"
"7208",2017,"S08000021","45-64 years","Female","Stroke",14,8.587956,"NHS Greater Glasgow and Clyde"
"7209",2017,"S08000021","45-64 years","Female","Subarachnoid Haemorrhage",8,4.907403,"NHS Greater Glasgow and Clyde"
"7210",2017,"S08000021","65-74 years","All","Cerebrovascular Disease",106,101.835,"NHS Greater Glasgow and Clyde"
"7211",2017,"S08000021","65-74 years","All","Stroke",63,60.52455,"NHS Greater Glasgow and Clyde"
"7212",2017,"S08000021","65-74 years","All","Subarachnoid Haemorrhage",4,3.842828,"NHS Greater Glasgow and Clyde"
"7213",2017,"S08000021","65-74 years","Male","Cerebrovascular Disease",60,122.5265,"NHS Greater Glasgow and Clyde"
"7214",2017,"S08000021","65-74 years","Male","Stroke",32,65.34746,"NHS Greater Glasgow and Clyde"
"7215",2017,"S08000021","65-74 years","Male","Subarachnoid Haemorrhage",1,2.042108,"NHS Greater Glasgow and Clyde"
"7216",2017,"S08000021","65-74 years","Female","Cerebrovascular Disease",46,83.45277,"NHS Greater Glasgow and Clyde"
"7217",2017,"S08000021","65-74 years","Female","Stroke",31,56.23991,"NHS Greater Glasgow and Clyde"
"7218",2017,"S08000021","65-74 years","Female","Subarachnoid Haemorrhage",3,5.442572,"NHS Greater Glasgow and Clyde"
"7219",2017,"S08000021","under75 years","All","Cerebrovascular Disease",194,17.94175,"NHS Greater Glasgow and Clyde"
"7220",2017,"S08000021","under75 years","All","Stroke",111,10.26564,"NHS Greater Glasgow and Clyde"
"7221",2017,"S08000021","under75 years","All","Subarachnoid Haemorrhage",25,2.312081,"NHS Greater Glasgow and Clyde"
"7222",2017,"S08000021","under75 years","Male","Cerebrovascular Disease",110,20.66255,"NHS Greater Glasgow and Clyde"
"7223",2017,"S08000021","under75 years","Male","Stroke",64,12.02185,"NHS Greater Glasgow and Clyde"
"7224",2017,"S08000021","under75 years","Male","Subarachnoid Haemorrhage",6,1.127048,"NHS Greater Glasgow and Clyde"
"7225",2017,"S08000021","under75 years","Female","Cerebrovascular Disease",84,15.30297,"NHS Greater Glasgow and Clyde"
"7226",2017,"S08000021","under75 years","Female","Stroke",47,8.562377,"NHS Greater Glasgow and Clyde"
"7227",2017,"S08000021","under75 years","Female","Subarachnoid Haemorrhage",19,3.461386,"NHS Greater Glasgow and Clyde"
"7228",2017,"S08000021","75plus years","All","Cerebrovascular Disease",587,668.3137,"NHS Greater Glasgow and Clyde"
"7229",2017,"S08000021","75plus years","All","Stroke",295,335.8647,"NHS Greater Glasgow and Clyde"
"7230",2017,"S08000021","75plus years","All","Subarachnoid Haemorrhage",11,12.52377,"NHS Greater Glasgow and Clyde"
"7231",2017,"S08000021","75plus years","Male","Cerebrovascular Disease",214,635.7128,"NHS Greater Glasgow and Clyde"
"7232",2017,"S08000021","75plus years","Male","Stroke",99,294.0914,"NHS Greater Glasgow and Clyde"
"7233",2017,"S08000021","75plus years","Male","Subarachnoid Haemorrhage",4,11.88248,"NHS Greater Glasgow and Clyde"
"7234",2017,"S08000021","75plus years","Female","Cerebrovascular Disease",373,688.573,"NHS Greater Glasgow and Clyde"
"7235",2017,"S08000021","75plus years","Female","Stroke",196,361.8239,"NHS Greater Glasgow and Clyde"
"7236",2017,"S08000021","75plus years","Female","Subarachnoid Haemorrhage",7,12.92228,"NHS Greater Glasgow and Clyde"
"7237",2017,"S08000023","All","All","Cerebrovascular Disease",498,75.66894,"NHS Lanarkshire"
"7238",2017,"S08000023","All","All","Stroke",284,43.15257,"NHS Lanarkshire"
"7239",2017,"S08000023","All","All","Subarachnoid Haemorrhage",20,3.038913,"NHS Lanarkshire"
"7240",2017,"S08000023","All","Male","Cerebrovascular Disease",194,60.95377,"NHS Lanarkshire"
"7241",2017,"S08000023","All","Male","Stroke",100,31.41947,"NHS Lanarkshire"
"7242",2017,"S08000023","All","Male","Subarachnoid Haemorrhage",10,3.141947,"NHS Lanarkshire"
"7243",2017,"S08000023","All","Female","Cerebrovascular Disease",304,89.44965,"NHS Lanarkshire"
"7244",2017,"S08000023","All","Female","Stroke",184,54.14058,"NHS Lanarkshire"
"7245",2017,"S08000023","All","Female","Subarachnoid Haemorrhage",10,2.942423,"NHS Lanarkshire"
"7246",2017,"S08000023","0-44 years","All","Cerebrovascular Disease",5,1.429744,"NHS Lanarkshire"
"7247",2017,"S08000023","0-44 years","All","Stroke",4,1.143795,"NHS Lanarkshire"
"7248",2017,"S08000023","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Lanarkshire"
"7249",2017,"S08000023","0-44 years","Male","Cerebrovascular Disease",2,1.145082,"NHS Lanarkshire"
"7250",2017,"S08000023","0-44 years","Male","Stroke",1,0.572541,"NHS Lanarkshire"
"7251",2017,"S08000023","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Lanarkshire"
"7252",2017,"S08000023","0-44 years","Female","Cerebrovascular Disease",3,1.713767,"NHS Lanarkshire"
"7253",2017,"S08000023","0-44 years","Female","Stroke",3,1.713767,"NHS Lanarkshire"
"7254",2017,"S08000023","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Lanarkshire"
"7255",2017,"S08000023","45-64 years","All","Cerebrovascular Disease",40,20.95272,"NHS Lanarkshire"
"7256",2017,"S08000023","45-64 years","All","Stroke",20,10.47636,"NHS Lanarkshire"
"7257",2017,"S08000023","45-64 years","All","Subarachnoid Haemorrhage",9,4.714362,"NHS Lanarkshire"
"7258",2017,"S08000023","45-64 years","Male","Cerebrovascular Disease",21,22.839,"NHS Lanarkshire"
"7259",2017,"S08000023","45-64 years","Male","Stroke",11,11.96328,"NHS Lanarkshire"
